text,named_ents
has your child ever sat for 10 minutes or more with no support at all?,"[('10 minutes', 28, 38, 'TIME')]"
your child’s initial reaction at home to approach by strangers is acceptance,[]
your child resists changes in feeding schedule (1 hour or more) even after 2 tries,"[('1 hour', 48, 54, 'TIME'), ('2', 75, 76, 'CARDINAL')]"
"your child is pleasant (smiles, laughs) when first arriving in unfamiliar places (friend’s house, shop)","[('first', 45, 50, 'ORDINAL')]"
your child wants an extra feeding at a different time each day (over 1 hour in difference),"[('each day', 54, 62, 'DATE')]"
has your child ever crawled when left lying on his or her stomach?,[]
has your child ever laughed out loud without being tickled or touched,[]
has your child ever rolled over on his or her own on purpose?,[]
your child objects to being bathed in a different place or by a different person after 2 or 3 tries,"[('2', 87, 88, 'CARDINAL')]"
has your child ever seemed to enjoy looking in the mirror at him or herself?,[]
has your child ever walked at least two steps without holding on to anything or another person?,"[('at least two', 27, 39, 'CARDINAL')]"
how often does your child make a fuss or cry before going to sleep?,[]
has your child ever walked at least two steps with one hand held or holding on to something?,"[('at least two', 27, 39, 'CARDINAL')]"
"has your child ever picked up any small objects, such as raisins or biscuit crumbs, using only his or her thumb and first finger?","[('first', 116, 121, 'ORDINAL')]"
has your child ever waved goodbye without help from another person?,[]
your child resists (squirms or fusses) during routine dressing or undressing,[]
has your child ever run?,[]
has your child ever rolled over on his or her own on purpose?,[]
"your child is pleasant (coos, smiles) during face washing",[]
"your child adjusts within 10 minutes to new surroundings (home, shop, play area, etc.)","[('10 minutes', 26, 36, 'TIME')]"
your child wants and takes milk feeds at about the same time (within one hour) from day to day,"[('one hour', 69, 77, 'TIME')]"
has your child ever sat alone with no help except for leaning forward on his or her hands or with just a little help from someone else?,[]
"has your child ever said the names of a familiar object, such as a ball?",[]
"while lying on his or her back and being pulled up to a sitting position, has your child ever held his or her head stiffly so that it did not hang back as he or she was pulled up?",[]
has your child ever waved goodbye without help from another person?,[]
"your child is fussy when burped (cries, fusses) during feeding",[]
"your child is pleasant, lies quietly, making happy noises upon waking up",[]
"your child appears bothered (cries, squirms) when first put down to sleep in a different place than usual","[('first', 50, 55, 'ORDINAL')]"
has your child ever walked at least two steps with one hand held or holding on to something?,"[('at least two', 27, 39, 'CARDINAL')]"
has your child ever sat alone with no help except for leaning forward on his or her hands or with just a little help from someone else?,[]
has your child ever crawled when left lying on his or her stomach?,[]
your child appears bothered (cries or squirms) when first put down in a different sleeping place,"[('first', 52, 57, 'ORDINAL')]"
"your child objects (cries, frets) if someone other than the mother or main care giver gives care",[]
"your child objects (fusses, squirms) to being bathed by a different person even after 2 or 3 tries","[('2', 86, 87, 'CARDINAL')]"
has your child ever walked up at least two stairs with one hand held or holding the railing?,"[('at least two', 30, 42, 'CARDINAL')]"
has your child ever said any recognisable words such as ‘mama’ or ‘dada’?,[]
has your child ever stood alone on his or her feet for 10 seconds or more without holding on to anything or another person?,"[('10 seconds', 55, 65, 'TIME')]"
"your child’s fussy period occurs at or about the same time of day (morning, afternoon, night)","[('afternoon', 76, 85, 'TIME')]"
has your child ever turned his or her head around to look at something?,[]
has your child ever seemed to enjoy looking in the mirror at him or herself?,[]
"your child makes happy sounds (coos, laughs) when having his or her nappy changed, or being dressed",[]
has your child ever smiled at someone when that person talked or smiled at (but did not touch) him or her?,[]
have your child’s eyes ever followed a moving object?,[]
have your child’s eyes ever followed a moving object all the way from one side to the other?,[]
has your child ever said any recognisable words such as ‘mama’ or ‘dada’?,[]
